category,kegg_drug,pubchem_cid,ligand_title,kegg_target,uniprot_id,target_uniprot_count,target_yamanishi_degree,ligand_yamanishi_degree,label,ligand_MolecularWeight,ligand_MonoisotopicMass,ligand_TPSA,ligand_Complexity,ligand_Charge,ligand_HBondDonorCount,ligand_HBondAcceptorCount,ligand_RotatableBondCount,ligand_HeavyAtomCount,ligand_IsotopeAtomCount,ligand_AtomStereoCount,ligand_DefinedAtomStereoCount,ligand_UndefinedAtomStereoCount,ligand_BondStereoCount,ligand_DefinedBondStereoCount,ligand_UndefinedBondStereoCount,ligand_CovalentUnitCount,ligand_Volume3D,ligand_FeatureCount3D,ligand_FeatureAcceptorCount3D,ligand_FeatureDonorCount3D,ligand_FeatureAnionCount3D,ligand_FeatureCationCount3D,ligand_FeatureRingCount3D,ligand_FeatureHydrophobeCount3D,ligand_ConformerModelRMSD3D,ligand_EffectiveRotorCount3D,ligand_ConformerCount3D,ligand_XLogP,ligand_MW,target_length,target_mass,target_degree_up
enzyme,D00036,936,Nicotinamide,hsa:7150,P11387,2,6,1,0,122.12,122.0480128,56,114,0,1,2,1,9,0,0,0,0,0,0,0,1,95.2,4,2,1,0,0,1,0,0.4,1,2,-0.4,122.12,765,90726,4
enzyme,D00964,3902,Letrozole,hsa:29968,Q9Y617,1,1,24,0,285.3,285.1014454,78.3,420,0,0,4,3,22,0,0,0,0,0,0,0,1,227.8,7,2,0,0,2,3,0,0.6,3,10,2.7,285.3,370,40423,5
enzyme,D03772,62956,Fosinoprilat,hsa:2878,P22352,1,1,1,0,435.5,435.2174602,94.9,627,0,2,5,9,30,0,2,2,0,0,0,0,1,340,7,3,0,1,0,3,0,1.2,12.2,10,3.8,435.5,226,25552,1
enzyme,D00340,3639,Hydrochlorothiazide,hsa:1558,P10632,1,22,13,0,297.7,296.9644758,135,494,0,3,7,1,17,0,0,0,0,0,0,0,1,187.1,10,4,3,0,1,2,0,0.6,1.6,2,-0.1,297.7,490,55825,3
enzyme,D00892,23679527,Fluvastatin Sodium,hsa:2882,Q96SL4,1,1,1,0,433.4,433.1665307,85.5,596,0,2,5,8,31,0,2,2,0,1,1,0,2,,,,,,,,,,,0,,433.4,187,20996,13
enzyme,D00032,6274,L-Histidine,hsa:1429,Q08257,1,1,3,0,155.15,155.0694765,92,151,0,3,4,3,11,0,1,1,0,0,0,0,1,117.2,8,2,2,1,2,1,0,0.6,3,10,-3.2,155.15,329,35207,1
enzyme,D00543,3226,Enflurane,hsa:5091,P11498,1,1,3,0,184.49,183.9714332,9.2,107,0,0,6,3,10,0,1,0,1,0,0,0,1,103.4,1,1,0,0,0,0,0,0.6,3,10,2.1,184.49,1178,129634,3
enzyme,D03767,3033690,Zofenopril Calcium,hsa:8836,Q92820,1,1,1,0,897.2,896.1606419,256,582,0,0,12,14,59,0,6,6,0,0,0,0,3,,,,,,,,,,,0,,897.2,318,35964,1
enzyme,D02008,110635,Tadalafil,hsa:126,P00326,1,1,19,0,389.4,389.1375561,74.9,702,0,1,4,1,29,0,2,2,0,0,0,0,1,289.1,12,4,1,0,1,6,0,0.6,2.4,6,2.3,389.4,375,39868,1
enzyme,D02769,6083,Adenosine Monophosphate,hsa:5156,P16234,1,8,11,0,347.22,347.0630848,186,481,0,5,11,4,23,0,4,4,0,0,0,0,1,232.7,17,6,3,1,4,3,0,0.8,5,10,-3.5,347.22,1089,122670,13
enzyme,D03731,6446650,Mofegiline Hydrochloride,hsa:2043,P54764,1,8,2,0,233.68,233.0782835,26,184,0,2,3,4,15,0,0,0,0,1,1,0,2,,,,,,,,,,,0,,233.68,986,109860,8
enzyme,D00045,60961,Adenosine,hsa:768,Q16790,2,10,1,0,267.24,267.0967539,140,335,0,4,8,2,19,0,4,4,0,0,0,0,1,183.3,15,4,4,0,4,3,0,0.6,3,10,-1.1,267.24,459,49698,2
enzyme,D00829,441361,"Ornithine, 2-(difluoromethyl)-, hydrochloride, hydrate (1:1:1)",hsa:306,P12429,1,3,1,0,236.64,236.0739264,90.3,166,0,5,7,5,14,0,1,0,1,0,0,0,3,,,,,,,,,,,0,,236.64,323,36375,0
enzyme,D00887,60822,Atorvastatin Calcium,hsa:4023,P06858,1,2,1,0,1155.3,1154.452942,229,817,0,6,12,22,83,0,4,4,0,0,0,0,3,,,,,,,,,,,0,,1155.3,475,53162,12
enzyme,D01811,5147,Salicylamide,hsa:2548,P10253,1,4,2,0,137.14,137.0476785,63.3,136,0,2,2,1,10,0,0,0,0,0,0,0,1,105.7,4,1,2,0,0,1,0,0.4,1,4,1.3,137.14,952,105324,0
enzyme,D00785,26758,Selegiline Hydrochloride,hsa:5860,P09417,2,1,2,0,223.74,223.1127773,3.2,195,0,1,1,4,15,0,1,1,0,0,0,0,2,,,,,,,,,,,0,,223.74,244,25790,0
enzyme,D00283,135398737,Clozapine,hsa:313,P28039,1,1,5,0,326.8,326.1298243,30.9,446,0,1,3,1,23,0,0,0,0,0,0,0,1,248.2,8,0,1,0,3,4,0,0.6,2.4,4,3.1,326.8,575,65105,1
enzyme,D00630,27661,Isosorbide Mononitrate,hsa:38,P24752,2,2,1,0,191.14,191.042987,93.7,216,0,1,6,1,13,0,4,4,0,0,0,0,1,129.8,8,5,1,0,0,2,0,0.6,3.2,7,-0.4,191.14,427,45200,0
enzyme,D01981,9574101,Ximelagatran,hsa:1544,P05177,1,24,1,0,473.6,473.2638192,146,731,0,4,7,11,34,0,2,2,0,1,1,0,1,368.2,12,3,3,1,2,3,0,1.2,15,10,2.2,473.6,516,58407,1
enzyme,D01228,216322,Conivaptan Hydrochloride,hsa:4281,O15344,1,1,1,0,535,534.1822538,78.1,820,0,3,3,4,39,0,0,0,0,0,0,0,2,,,,,,,,,,,0,,535,667,75251,33
enzyme,D00535,5665,Vigabatrin,hsa:5148,P18545,1,20,1,0,129.16,129.0789786,63.3,112,0,2,3,4,9,0,1,0,1,0,0,0,1,105.4,6,2,1,1,1,0,1,0.6,4,10,-2.2,129.16,87,9643,8
enzyme,D03728,26757,Selegiline,hsa:64850,Q8TBG4,1,1,1,0,187.28,187.1360995,3.2,195,0,0,1,4,14,0,1,1,0,0,0,0,1,166.7,3,0,0,0,1,1,1,0.6,4,10,2.8,187.28,499,55671,1
enzyme,D05407,135398748,Penciclovir,hsa:1215,P23946,2,2,1,0,253.26,253.1174894,126,344,0,4,5,5,18,0,0,0,0,0,0,0,1,183.5,10,3,4,0,1,2,0,0.6,5,10,-1.9,253.26,247,27325,0
enzyme,D00097,338,Salicylic Acid,hsa:6716,P31213,1,1,11,0,138.12,138.031694,57.5,133,0,2,3,1,10,0,0,0,0,0,0,0,1,105.1,5,2,1,1,0,1,0,0.4,1,3,2.3,138.12,254,28407,3
enzyme,D01718,4237,Mofezolac,hsa:2161,P00748,2,2,2,0,339.3,339.1106726,81.8,430,0,1,6,6,25,0,0,0,0,0,0,0,1,264.1,9,5,0,1,0,3,0,0.8,6,10,3.1,339.3,615,67792,3
enzyme,D00546,42113,Desflurane,hsa:3551,O14920,1,3,2,0,168.04,168.0009837,9.2,97,0,0,7,2,10,0,1,0,1,0,0,0,1,94.5,1,1,0,0,0,0,0,0.6,3,6,2.6,168.04,756,86564,25
enzyme,D00325,9642,Fluocinonide,hsa:2639,Q92947,1,1,1,0,494.5,494.2116097,99.1,1070,0,1,9,4,35,0,9,9,0,0,0,0,1,362.3,13,6,1,0,0,5,1,0.8,5.6,10,3.2,494.5,438,48127,0
enzyme,D03115,23724856,Fasudil Hydrochloride Hydrate,hsa:10924,Q92484,1,3,13,0,673.7,672.1722161,142,421,0,5,11,4,43,0,0,0,0,0,0,0,5,,,,,,,,,,,0,,673.7,453,51260,0
enzyme,D00371,2153,Theophylline,hsa:5479,P23284,1,1,19,0,180.16,180.0647255,69.3,267,0,1,3,0,13,0,0,0,0,0,0,0,1,130.4,6,2,1,0,1,2,0,0.4,0,1,0,180.16,216,23743,26
enzyme,D00219,1989,Acetohexamide,hsa:58190,Q9GZU7,1,2,1,0,324.4,324.1143783,101,498,0,2,4,4,22,0,0,0,0,0,0,0,1,244.9,8,4,2,0,0,2,0,0.8,7.2,10,2.4,324.4,261,29203,30
enzyme,D03787,11954368,Nepicastat Hydrochloride,hsa:5321,P47712,1,7,1,0,349.8,349.0827174,74.4,429,0,4,5,2,22,0,1,1,0,0,0,0,3,,,,,,,,,,,0,,349.8,749,85239,0
enzyme,D00109,2244,Aspirin,hsa:7498,P47989,1,2,2,0,180.16,180.0422587,63.6,212,0,1,4,3,13,0,0,0,0,0,0,0,1,136,5,3,0,1,0,1,0,0.6,3,10,1.2,180.16,1333,146424,1
enzyme,D02008,110635,Tadalafil,hsa:4860,P00491,2,2,19,0,389.4,389.1375561,74.9,702,0,1,4,1,29,0,2,2,0,0,0,0,1,289.1,12,4,1,0,1,6,0,0.6,2.4,6,2.3,389.4,289,32118,12
enzyme,D01475,2097,Alminoprofen,hsa:5335,P19174,2,3,2,0,219.28,219.1259288,49.3,255,0,2,3,5,16,0,1,0,1,0,0,0,1,180.7,7,2,1,1,1,1,1,0.6,5,10,3.2,219.28,1290,148532,39
enzyme,D00369,460612,Melphalan,hsa:91,P36896,1,1,1,0,305.2,304.0745332,66.6,265,0,2,4,8,19,0,1,1,0,0,0,0,1,224.8,7,2,1,1,2,1,0,0.8,8,10,-0.5,305.2,505,56807,4
enzyme,D02418,657348,(-)-Physostigmine salicylate,hsa:2047,P54762,1,8,1,0,413.5,413.195071,102,535,0,3,7,3,30,0,2,2,0,0,0,0,2,,,,,,,,,,,0,,413.5,984,109885,3
enzyme,D01709,23675769,"sodium;1,3-dimethyl-7H-purine-2,6-dione;acetate",hsa:2639,Q92947,1,1,2,0,262.2,262.0677991,109,302,0,1,5,0,18,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,262.2,438,48127,0
enzyme,D01840,163751,Fasudil Hydrochloride,hsa:239,P18054,1,8,13,0,327.8,327.0808257,70.7,421,0,2,5,2,21,0,0,0,0,0,0,0,2,,,,,,,,,,,0,,327.8,663,75694,2
enzyme,D02375,1549008,Terbinafine,hsa:1890,P19971,3,1,1,0,291.4,291.1986998,3.2,428,0,0,1,5,22,0,0,0,0,1,1,0,1,253.5,4,0,0,0,1,2,1,0.6,4,10,5.6,291.4,482,49955,2
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:55775,Q9NUW8,2,3,37,0,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,608,68420,13
enzyme,D02321,2179,Amsacrine,hsa:9601,P13667,2,1,2,0,393.5,393.1147127,88.7,601,0,2,6,5,28,0,0,0,0,0,0,0,1,298.3,11,4,2,0,1,4,0,0.8,5,10,4,393.5,645,72932,9
enzyme,D02487,9570076,Proguanil Hydrochloride,hsa:53938,Q9H2H8,2,1,1,0,290.19,289.086101,88.8,292,0,4,1,4,18,0,0,0,0,1,1,0,2,,,,,,,,,,,0,,290.19,161,18155,3
enzyme,D03816,11954370,Tenivastatin Calcium,hsa:125,P00325,2,1,1,0,911.2,910.5119188,214,689,0,4,12,20,63,0,14,14,0,0,0,0,3,,,,,,,,,,,0,,911.2,375,39835,1
enzyme,D01973,656631,Eletriptan Hydrobromide,hsa:5608,P52564,2,1,1,0,463.4,462.09766,61.6,582,0,2,3,6,28,0,1,1,0,0,0,0,2,,,,,,,,,,,0,,463.4,334,37492,6
enzyme,D02441,3295,Ethoxzolamide,hsa:5605,P36507,1,1,1,0,258.3,258.0132845,119,341,0,1,6,3,16,0,0,0,0,0,0,0,1,181.8,7,4,1,0,0,2,0,0.6,3,8,2,258.3,400,44424,10
enzyme,D01688,444025,Loteprednol Etabonate,hsa:4759,Q9Y3R4,1,3,1,0,466.9,466.175831,99.1,882,0,1,7,7,32,0,7,7,0,0,0,0,1,343.8,8,3,1,0,0,4,0,1,8.4,4,3.9,466.9,380,42254,2
enzyme,D01915,5282455,Rosuvastatin Calcium,hsa:4023,P06858,1,2,1,0,1001.1,1000.283511,304,761,0,4,20,18,67,0,4,4,0,2,2,0,3,,,,,,,,,,,0,,1001.1,475,53162,12
enzyme,D00387,5556,Triazolam,hsa:64802,Q9HAN9,1,1,1,0,343.2,342.0439018,43.1,472,0,0,3,1,23,0,0,0,0,0,0,0,1,248,7,1,0,0,2,4,0,0.6,1.2,7,2.4,343.2,279,31932,17
enzyme,D03034,2266,Azelaic Acid,hsa:5860,P09417,2,1,2,0,188.22,188.104859,74.6,147,0,2,4,8,13,0,0,0,0,0,0,0,1,151.7,6,4,0,2,0,0,0,0.8,8,10,1.6,188.22,244,25790,0
enzyme,D02558,6918078,Rivastigmine Tartrate,hsa:759,P00915,2,21,1,0,400.4,400.1845659,148,402,0,4,9,8,28,0,3,3,0,0,0,0,2,,,,,,,,,,,0,,400.4,261,28870,1
enzyme,D01061,60837,Camptosar,hsa:6652,Q00796,1,1,4,0,677.2,676.2875067,116,1200,0,5,11,5,47,0,1,1,0,0,0,0,5,,,,,,,,,,,0,,677.2,357,38325,1
enzyme,D02556,467825,Ravuconazole,hsa:1847,Q16690,1,2,1,0,437.5,437.1121877,116,657,0,1,8,6,31,0,2,2,0,0,0,0,1,328.8,11,3,1,0,2,4,1,0.8,6,10,3.5,437.5,384,42047,1
enzyme,D00035,145742,L-Proline,hsa:151531,O95045,2,1,4,0,115.13,115.0633285,49.3,103,0,2,3,1,8,0,1,1,0,0,0,0,1,89,6,2,1,1,1,1,0,0.4,2,4,-2.5,115.13,317,35527,8
enzyme,D02756,451415,Aclarubicin,hsa:2260,P11362,1,8,6,0,811.9,811.34152,217,1530,0,4,16,10,58,0,13,13,0,0,0,0,1,,,,,,,,,,,0,3.8,811.9,822,91868,24
enzyme,D01709,23675769,"sodium;1,3-dimethyl-7H-purine-2,6-dione;acetate",hsa:6652,Q00796,1,1,2,0,262.2,262.0677991,109,302,0,1,5,0,18,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,262.2,357,38325,1
enzyme,D00216,41774,"(3R,4R,5S,6R)-5-(((2R,3R,4R,5S,6R)-5-(((2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-(((1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl)amino)oxan-2-yl)oxy)-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy)-6-(hydroxymethyl)oxane-2,3,4-triol",hsa:1562,P33260,2,18,4,0,645.6,645.2480135,321,962,0,14,19,9,44,0,19,18,1,0,0,0,1,441.4,37,18,14,0,1,4,0,1.2,13.4,10,-8.5,645.6,490,55711,0
enzyme,D00279,2796,Clofibrate,hsa:558,P30530,1,8,2,0,242.7,242.070972,35.5,232,0,0,3,5,16,0,0,0,0,0,0,0,1,185.1,4,2,0,0,0,1,1,0.6,5,10,3.3,242.7,894,98337,7
enzyme,D00459,54891,Quinapril Hydrochloride,hsa:5979,P07949,1,8,1,0,475,474.1921498,95.9,648,0,3,6,10,33,0,3,3,0,0,0,0,2,,,,,,,,,,,0,,475,1114,124319,7
enzyme,D01885,636397,"(8S,10S)-10-(((2R,4S,5S,6S)-4-amino-6-methyl-5-(((S)-tetrahydro-2H-pyran-2-yl)oxy)tetrahydro-2H-pyran-2-yl)oxy)-6,8,11-trihydroxy-8-(2-hydroxyacetyl)-1-methoxy-7,8,9,10-tetrahydrotetracene-5,12-dione",hsa:5547,P42785,1,1,2,0,627.6,627.2315756,204,1120,0,5,13,7,45,0,7,7,0,0,0,0,1,450,22,10,5,0,1,6,0,1.2,10.2,10,2.7,627.6,496,55800,1
enzyme,D02451,59694,"Benzonitrile, 4-(5,6,7,8-tetrahydroimidazo(1,5-a)pyridin-5-yl)-, hydrochloride (1:1)",hsa:54878,Q6V1X1,2,1,24,0,259.73,259.0876252,41.6,311,0,1,2,1,18,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,259.73,898,103358,0
enzyme,D00168,6253,Cytarabine,hsa:983,P06493,1,1,1,0,243.22,243.0855205,129,383,0,4,5,2,17,0,4,4,0,0,0,0,1,170.8,12,5,5,0,0,2,0,0.6,3,10,-2.1,243.22,297,34095,21
enzyme,D02166,51082,Mitoxantrone Hydrochloride,hsa:834,P29466,2,1,2,0,517.4,516.1542401,163,571,0,10,10,12,34,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,517.4,404,45159,31
enzyme,D02335,4055,Menadione,hsa:5142,Q07343,2,20,8,0,172.18,172.0524295,34.1,288,0,0,2,0,13,0,0,0,0,0,0,0,1,137.9,4,2,0,0,0,2,0,0.4,0,1,2.2,172.18,736,83343,2
enzyme,D00317,3324,Famciclovir,hsa:5601,P45984,1,3,2,0,321.33,321.1437041,122,404,0,1,8,9,23,0,0,0,0,0,0,0,1,239.4,7,2,1,0,2,2,0,1,9,10,0,321.33,424,48139,58
enzyme,D03714,119828,Parecoxib,hsa:613,P11274,1,1,2,0,370.4,370.0987282,97.7,575,0,1,5,5,26,0,0,0,0,0,0,0,1,281.8,9,4,1,0,0,3,1,0.8,6,10,3.3,370.4,1271,142819,6
enzyme,D00039,6287,L-Valine,hsa:239,P18054,1,8,7,0,117.15,117.0789786,63.3,90,0,2,3,2,8,0,1,1,0,0,0,0,1,94.4,6,2,1,1,1,0,1,0.4,2,8,-2.3,117.15,663,75694,2
enzyme,D00547,5206,Sevoflurane,hsa:1022,P50613,2,1,3,0,200.05,200.0072119,9.2,121,0,0,8,2,12,0,0,0,0,0,0,0,1,112.5,1,1,0,0,0,0,0,0.6,4,3,2.8,200.05,346,39038,6
enzyme,D03208,5493444,Aliskiren,hsa:1024,P49336,1,1,1,0,551.8,551.3934364,146,717,0,4,7,19,39,0,4,4,0,0,0,0,1,,,,,,,,,,,0,3.5,551.8,464,53284,5
enzyme,D00037,311,Citric Acid,hsa:5603,O15264,2,3,11,0,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,365,42090,4
enzyme,D00391,6256,Trifluridine,hsa:5834,P11216,1,1,1,0,296.2,296.0620059,99.1,464,0,3,8,2,20,0,3,3,0,0,0,0,1,195.8,10,5,3,0,0,2,0,0.6,4,10,-0.5,296.2,843,96696,6
enzyme,D02731,135414253,Vardenafil Dihydrochloride,hsa:55775,Q9NUW8,2,3,19,0,561.5,560.1739301,118,854,0,3,8,8,36,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,561.5,608,68420,13
enzyme,D01136,5526,4-(Aminomethyl)cyclohexanecarboxylic acid,hsa:4048,P09960,2,8,2,0,157.21,157.1102787,63.3,139,0,2,3,2,11,0,0,0,0,0,0,0,1,124.3,6,2,1,1,1,1,0,0.6,3.2,10,-2,157.21,611,69285,1
enzyme,D00900,78000,Tamiflu,hsa:5406,P16233,1,3,4,0,410.4,410.181803,168,468,0,5,9,8,27,0,3,3,0,0,0,0,2,,,,,,,,,,,0,,410.4,465,51157,0
enzyme,D03012,166558,Avasimibe,hsa:28972,Q9Y6A9,2,2,2,0,501.7,501.29128,80.9,734,0,1,4,10,35,0,0,0,0,0,0,0,1,407.8,11,3,1,0,0,2,5,1.2,11,10,8.2,501.7,169,18298,2
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5479,P23284,1,1,51,0,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,216,23743,26
enzyme,D02566,4011,Maprotiline,hsa:5444,P27169,1,1,1,0,277.4,277.1830497,12,339,0,1,1,4,21,0,0,0,0,0,0,0,1,225.9,5,0,1,0,1,3,0,0.6,4.4,8,4.6,277.4,355,39731,0
enzyme,D04197,5790,Floxuridine,hsa:1589,P08686,2,10,1,0,246.19,246.0651996,99.1,386,0,3,6,2,17,0,3,3,0,0,0,0,1,170.6,10,5,3,0,0,2,0,0.6,3,10,-1.2,246.19,495,56001,0
enzyme,D01180,656583,Trilostane,hsa:5550,P48147,2,2,1,0,329.4,329.1990937,76.8,692,0,2,4,0,24,0,8,8,0,0,0,0,1,252.5,9,3,2,0,0,4,0,0.6,1.8,1,2.9,329.4,710,80700,1
enzyme,D00550,4192,Midazolam,hsa:4200,P23368,1,2,1,0,325.8,325.0782033,30.2,471,0,0,3,1,23,0,0,0,0,0,0,0,1,242.5,6,1,0,0,1,4,0,0.6,1.2,8,2.5,325.8,584,65444,0
enzyme,D03882,1967,Docebenone,hsa:5860,P09417,2,1,1,0,326.4,326.1881947,54.4,692,0,1,3,6,24,0,0,0,0,0,0,0,1,276.7,7,3,1,0,0,1,2,0.8,6,10,3.9,326.4,244,25790,0
enzyme,D00129,5280453,Calcitriol,hsa:7150,P11387,2,6,1,0,416.6,416.3290453,60.7,688,0,3,3,6,30,0,6,6,0,2,2,0,1,345.7,12,3,3,0,0,3,3,1,8,10,5.1,416.6,765,90726,4
enzyme,D00562,657298,Propylthiouracil,hsa:5156,P16234,1,8,8,0,170.23,170.0513841,73.2,222,0,2,2,2,11,0,0,0,0,0,0,0,1,130.4,6,2,2,0,0,1,1,0.4,2,9,0.8,170.23,1089,122670,13
enzyme,D00667,5965,Demecarium Bromide,hsa:22954,Q13049,1,4,2,0,716.6,714.23553,59.1,686,0,0,6,17,42,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,716.6,653,71989,42
enzyme,D01825,6215,Fluocinolone Acetonide,hsa:590,P06276,1,11,1,0,452.5,452.201045,93.1,960,0,2,8,2,32,0,9,9,0,0,0,0,1,330.1,14,6,2,0,0,5,1,0.8,3.6,2,2.5,452.5,602,68418,11
enzyme,D01888,636399,Safrazine Hydrochloride,hsa:2639,Q92947,1,1,2,0,244.72,244.0978555,56.5,201,0,3,4,4,16,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,244.72,438,48127,0
enzyme,D00103,444305,L-Tartaric acid,hsa:1431,O75390,1,1,6,0,150.09,150.0164379,115,134,0,4,6,3,10,0,2,2,0,0,0,0,1,102,10,6,2,2,0,0,0,0.6,3,9,-1.9,150.09,466,51712,0
enzyme,D01665,5362115,Delapril Hydrochloride,hsa:1025,P50750,1,1,3,0,489,488.2077999,95.9,649,0,3,6,12,34,0,2,2,0,0,0,0,2,,,,,,,,,,,0,,489,372,42778,22
enzyme,D02835,23683779,Alrestatin Sodium,hsa:30814,Q9NZK7,1,1,1,0,277.21,277.035102,77.5,409,0,0,4,2,20,0,0,0,0,0,0,0,2,,,,,,,,,,,0,,277.21,142,15989,1
enzyme,D00070,135398658,Folic Acid,hsa:5836,P06737,1,1,2,0,441.4,441.1396814,209,767,0,6,10,9,32,0,1,1,0,0,0,0,1,320.4,18,7,4,2,2,3,0,1,10,10,-1.1,441.4,847,97149,2
enzyme,D01715,133264,Risarestat,hsa:2058,P07814,1,1,1,0,323.4,323.1191293,89.9,390,0,1,5,8,22,0,1,0,1,0,0,0,1,250.3,7,3,1,0,0,2,1,0.8,8.6,10,3.9,323.4,1512,170591,7
enzyme,D00947,441401,Linezolid,hsa:2224,P14324,1,1,1,0,337.35,337.1437843,71.1,472,0,1,6,4,24,0,1,1,0,0,0,0,1,252.6,8,3,1,0,1,3,0,0.8,7,10,0.7,337.35,419,48275,5
enzyme,D00625,441314,Miglitol,hsa:4190,P40925,2,1,4,0,207.22,207.1106726,104,179,0,5,6,3,14,0,4,4,0,0,0,0,1,150,12,5,5,0,1,1,0,0.6,4.2,10,-2.6,207.22,334,36426,1
enzyme,D03252,135413545,Vardenafil Hydrochloride Trihydrate,hsa:6897,P26639,1,1,53,0,579.1,578.2289465,121,854,0,5,11,8,38,0,0,0,0,0,0,0,5,,,,,,,,,,,0,,579.1,723,83435,4
enzyme,D04029,204101,Razaxaban Hydrochloride,hsa:670,Q86WA6,3,1,1,0,564.9,564.1412123,120,838,0,3,11,6,39,0,0,0,0,0,0,0,2,,,,,,,,,,,0,,564.9,291,32543,1
enzyme,D01842,160024,Fidarestat,hsa:1025,P50750,1,1,1,0,279.22,279.065534,111,485,0,3,5,1,20,0,2,2,0,0,0,0,1,195.4,10,4,3,0,0,3,0,0.6,2,5,-0.3,279.22,372,42778,22
enzyme,D00528,2519,Caffeine,hsa:5538,P50897,1,1,89,0,194.19,194.0803756,58.4,293,0,0,3,0,14,0,0,0,0,0,0,0,1,143.9,5,2,0,0,1,2,0,0.4,0,1,-0.1,194.19,306,34193,8
enzyme,D00995,8246,Neostigmine Bromide,hsa:2147,P00734,1,8,1,0,303.2,302.06299,29.5,246,0,0,3,3,17,0,0,0,0,0,0,0,2,,,,,,,,,,,0,,303.2,622,70037,4
enzyme,D00528,2519,Caffeine,hsa:3551,O14920,1,3,89,0,194.19,194.0803756,58.4,293,0,0,3,0,14,0,0,0,0,0,0,0,1,143.9,5,2,0,0,1,2,0,0.4,0,1,-0.1,194.19,756,86564,25
enzyme,D00994,8307,Edrophonium Chloride,hsa:5407,P54315,1,2,1,0,201.69,201.0920418,20.2,145,0,1,2,2,13,0,0,0,0,0,0,0,2,,,,,,,,,,,0,,201.69,467,51848,38
enzyme,D00203,5280965,Amphotericin B,hsa:1551,P24462,1,18,1,0,924.1,923.4878499,320,1670,0,12,18,3,65,0,19,19,0,7,7,0,1,,,,,,,,,,,0,0,924.1,503,57470,0
enzyme,D01844,636380,Fondaparinux Sodium,hsa:3702,Q08881,1,1,1,0,1728.1,1726.770777,901,3330,0,9,52,20,101,0,25,25,0,0,0,0,11,,,,,,,,,,,0,,1728.1,620,71831,7
enzyme,D00219,1989,Acetohexamide,hsa:10,P11245,2,2,1,0,324.4,324.1143783,101,498,0,2,4,4,22,0,0,0,0,0,0,0,1,244.9,8,4,2,0,0,2,0,0.8,7.2,10,2.4,324.4,290,33571,3
enzyme,D00805,5853,Trichlorfon,hsa:5831,P32322,1,1,2,0,257.43,255.922579,55.8,183,0,1,4,3,12,0,1,0,1,0,0,0,1,156.8,3,2,1,0,0,0,0,0.6,4,10,0.5,257.43,319,33361,3
enzyme,D01136,5526,4-(Aminomethyl)cyclohexanecarboxylic acid,hsa:5141,P27815,1,20,2,0,157.21,157.1102787,63.3,139,0,2,3,2,11,0,0,0,0,0,0,0,1,124.3,6,2,1,1,1,1,0,0.6,3.2,10,-2,157.21,886,98143,7
enzyme,D02579,3748,Iproniazid,hsa:28972,Q9Y6A9,2,2,2,0,179.22,179.105862,54,164,0,2,3,3,13,0,0,0,0,0,0,0,1,142.9,6,2,2,0,0,1,1,0.6,4,10,0.4,179.22,169,18298,2
enzyme,D01578,1981,Acemetacin,hsa:5562,Q13131,1,1,2,0,415.8,415.082265,94.8,620,0,1,6,7,29,0,0,0,0,0,0,0,1,308.3,9,5,0,1,0,3,0,1,8,10,4.2,415.8,559,64009,34
enzyme,D03350,89594,Nicotine,hsa:1557,P33261,1,27,53,0,162.23,162.1156985,16.1,147,0,0,2,1,12,0,1,1,0,0,0,0,1,134.9,4,1,0,0,1,2,0,0.6,2,8,1.2,162.23,490,55945,0
enzyme,D03769,6917719,(2S)-1-((2S)-2-(((1S)-1-carboxy-3-phenylpropyl)amino)propanoyl)pyrrolidine-2-carboxylic acid;dihydrate,hsa:3033,Q16836,2,1,1,0,384.4,384.1896512,109,490,0,5,8,8,27,0,3,3,0,0,0,0,3,,,,,,,,,,,0,,384.4,314,34294,0
enzyme,D02562,3052775,Rasagiline Mesylate,hsa:5523,Q06190,1,2,2,0,267.35,267.0929146,74.8,305,0,2,4,2,18,0,1,1,0,0,0,0,2,,,,,,,,,,,0,,267.35,1150,130278,2
