category,kegg_drug,pubchem_cid,kegg_target,chosen_uniprot,chosen_affinity,rank_1_based,total_ranked_uniprots,rank_percentile,higher_ranked_targets,higher_ranked_yamanishi_known_positives,higher_ranked_apparent_false_positives,higher_ranked_apparent_fp_fraction
enzyme,D03350,89594,hsa:6259,P34925,-5.7135,1761,7535,0.23370935633709355,1760,9,1751,0.9948863636363636
enzyme,D03350,89594,hsa:7010,Q02763,-5.5971,2148,7535,0.28506967485069673,2147,17,2130,0.992081974848626
enzyme,D03350,89594,hsa:7075,P35590,-4.2942,6465,7535,0.8579960185799602,6464,46,6418,0.9928836633663366
enzyme,D03350,89594,hsa:7301,Q06418,-4.2891,6476,7535,0.8594558725945587,6475,47,6428,0.9927413127413127
enzyme,D03350,89594,hsa:780,Q08345,-4.9692,4421,7535,0.586728599867286,4420,40,4380,0.9909502262443439
enzyme,D03433,189729,hsa:2548,P10253,-6.3083,3414,7274,0.46934286499862526,3413,1,3412,0.9997070026369763
enzyme,D03433,189729,hsa:8972,O43451,-7.274,1294,7274,0.1778938685729997,1293,0,1293,1.0
enzyme,D03601,6726,hsa:3156,P04035,-6.6671,3089,7572,0.40795034337031166,3088,0,3088,1.0
enzyme,D03643,444031,hsa:3156,P04035,-7.1426,5287,7443,0.7103318554346366,5286,0,5286,1.0
enzyme,D03670,3058754,hsa:10549,Q13162,-6.5744,4681,7210,0.6492371705963939,4680,31,4649,0.9933760683760684
enzyme,D03670,3058754,hsa:10858,Q9Y6A2,-8.3817,595,7210,0.0825242718446602,594,18,576,0.9696969696969697
enzyme,D03670,3058754,hsa:10935,P30048,-5.952,6154,7210,0.8535367545076283,6153,34,6119,0.9944742402080287
enzyme,D03670,3058754,hsa:1537,P08574,-7.4166,2290,7210,0.31761442441054094,2289,29,2260,0.9873307121013543
enzyme,D03670,3058754,hsa:1543,P04798,-9.1062,137,7210,0.019001386962552012,136,4,132,0.9705882352941176
enzyme,D03670,3058754,hsa:1544,P05177,-8.6988,338,7210,0.04687933425797503,337,11,326,0.9673590504451038
enzyme,D03670,3058754,hsa:1545,Q16678,-8.9786,199,7210,0.027600554785020805,198,7,191,0.9646464646464646
enzyme,D03670,3058754,hsa:1548,P11509,-9.2277,101,7210,0.014008321775312067,100,2,98,0.98
enzyme,D03670,3058754,hsa:1551,P24462,-8.0917,957,7210,0.13273231622746187,956,24,932,0.9748953974895398
enzyme,D03670,3058754,hsa:1553,Q16696,-9.699,37,7210,0.005131761442441054,36,0,36,1.0
enzyme,D03670,3058754,hsa:1555,P20813,-7.9978,1100,7210,0.15256588072122051,1099,26,1073,0.9763421292083713
enzyme,D03670,3058754,hsa:1557,P33261,-9.0153,179,7210,0.024826629680998615,178,6,172,0.9662921348314607
enzyme,D03670,3058754,hsa:1558,P10632,-8.5582,440,7210,0.06102635228848821,439,13,426,0.9703872437357631
enzyme,D03670,3058754,hsa:1559,P11712,-7.9486,1178,7210,0.16338418862690707,1177,27,1150,0.9770603228547153
enzyme,D03670,3058754,hsa:1562,P33260,-4.4815,6995,7210,0.9701803051317615,6994,35,6959,0.9949957106090935
enzyme,D03670,3058754,hsa:1565,P10635,-8.2375,752,7210,0.1042995839112344,751,21,730,0.9720372836218375
enzyme,D03670,3058754,hsa:1571,P05181,-9.1261,133,7210,0.018446601941747572,132,3,129,0.9772727272727273
enzyme,D03670,3058754,hsa:1576,P08684,-8.5038,489,7210,0.06782246879334258,488,15,473,0.9692622950819673
enzyme,D03670,3058754,hsa:1577,P20815,-8.4531,535,7210,0.07420249653259361,534,16,518,0.9700374531835206
enzyme,D03670,3058754,hsa:1581,P22680,-8.5173,474,7210,0.06574202496532594,473,14,459,0.9704016913319239
enzyme,D03670,3058754,hsa:1582,Q9UNU6,-8.3405,640,7210,0.08876560332871013,639,19,620,0.9702660406885759
enzyme,D03670,3058754,hsa:1583,P05108,-8.9647,203,7210,0.02815533980582524,202,9,193,0.9554455445544554
enzyme,D03670,3058754,hsa:1584,P15538,-8.2121,791,7210,0.10970873786407767,790,22,768,0.9721518987341772
enzyme,D03670,3058754,hsa:1585,P19099,-8.567,433,7210,0.06005547850208044,432,12,420,0.9722222222222222
enzyme,D03670,3058754,hsa:1586,P05093,-8.9133,226,7210,0.031345353675450764,225,10,215,0.9555555555555556
enzyme,D03670,3058754,hsa:1588,P11511,-9.26,93,7210,0.01289875173370319,92,1,91,0.9891304347826086
enzyme,D03670,3058754,hsa:1589,P08686,-8.9683,201,7210,0.027877947295423023,200,8,192,0.96
enzyme,D03670,3058754,hsa:1595,Q16850,-8.4445,543,7210,0.0753120665742025,542,17,525,0.9686346863468634
enzyme,D03670,3058754,hsa:2235,P22830,-8.1092,935,7210,0.12968099861303745,934,23,911,0.9753747323340471
enzyme,D03670,3058754,hsa:25824,P30044,-6.5252,4830,7210,0.6699029126213593,4829,32,4797,0.9933733692275833
enzyme,D03670,3058754,hsa:50484,Q7LG56,-9.0467,161,7210,0.02233009708737864,160,5,155,0.96875
enzyme,D03670,3058754,hsa:5052,Q06830,-6.2492,5570,7210,0.7725381414701803,5569,33,5536,0.9940743400969654
enzyme,D03670,3058754,hsa:5294,P48736,-8.3317,651,7210,0.09029126213592233,650,20,630,0.9692307692307692
enzyme,D03670,3058754,hsa:5740,Q16647,-8.0662,996,7210,0.13814147018030512,995,25,970,0.9748743718592965
enzyme,D03670,3058754,hsa:6240,P23921,-7.6954,1644,7210,0.22801664355062412,1643,28,1615,0.9829580036518564
enzyme,D03670,3058754,hsa:6241,P31350,-7.2686,2696,7210,0.3739251040221914,2695,30,2665,0.9888682745825603
enzyme,D03689,123619,hsa:5742,P23219,-7.3015,2476,7391,0.33500202949533214,2475,1,2474,0.9995959595959596
enzyme,D03689,123619,hsa:5743,P35354,-7.7235,1489,7391,0.20146123663915572,1488,0,1488,1.0
enzyme,D03710,208910,hsa:5742,P23219,-6.8295,2011,7523,0.2673135717134122,2010,0,2010,1.0
enzyme,D03710,208910,hsa:5743,P35354,-6.5991,2590,7523,0.34427754885019274,2589,1,2588,0.9996137504828119
enzyme,D03712,151166,hsa:5742,P23219,-7.8141,1121,7322,0.15310024583447146,1120,1,1119,0.9991071428571429
enzyme,D03712,151166,hsa:5743,P35354,-8.0967,741,7322,0.10120185741600655,740,0,740,1.0
enzyme,D03714,119828,hsa:5742,P23219,-8.1076,2218,7384,0.3003791982665222,2217,1,2216,0.9995489400090212
enzyme,D03714,119828,hsa:5743,P35354,-9.2515,565,7384,0.07651679306608884,564,0,564,1.0
enzyme,D03716,15895902,hsa:5743,P35354,-1.2523,3746,7608,0.4923764458464774,3745,0,3745,1.0
enzyme,D03717,159324,hsa:5742,P23219,-8.8452,1704,7268,0.2344523940561365,1703,1,1702,0.9994128009395185
enzyme,D03717,159324,hsa:5743,P35354,-9.9376,490,7268,0.06741882223445239,489,0,489,1.0
enzyme,D03720,60781,hsa:2339,P49354,-8.2305,2068,7143,0.28951420971580566,2067,1,2066,0.9995162070633768
enzyme,D03720,60781,hsa:2342,P49356,-8.3823,1786,7143,0.250034999300014,1785,0,1785,1.0
enzyme,D03722,11954363,hsa:2147,P00734,-1.8632,1170,7612,0.15370467682606412,1169,0,1169,1.0
enzyme,D03728,26757,hsa:2147,P00734,-5.7929,2272,7573,0.3000132048065496,2271,0,2271,1.0
enzyme,D03733,170321,hsa:4128,P21397,-6.8399,2272,7302,0.311147630786086,2271,0,2271,1.0
enzyme,D03733,170321,hsa:4129,P27338,-6.3988,3365,7302,0.4608326485894276,3364,1,3363,0.9997027348394768
enzyme,D03734,71355,hsa:6646,P35610,-9.3786,380,7136,0.053251121076233185,379,1,378,0.9973614775725593
enzyme,D03734,71355,hsa:8435,O75908,-10.4124,63,7136,0.00882847533632287,62,0,62,1.0
enzyme,D03735,156422,hsa:6646,P35610,-10.8869,156,7339,0.021256301948494344,155,0,155,1.0
enzyme,D03735,156422,hsa:8435,O75908,-10.618,254,7339,0.03460961983921515,253,1,252,0.9960474308300395
enzyme,D03741,5464201,hsa:5972,P00797,-6.5522,4328,6865,0.6304442825928623,4327,0,4327,1.0
enzyme,D03743,64922,hsa:5972,P00797,-6.9827,3835,7198,0.5327868852459017,3834,0,3834,1.0
enzyme,D03745,3086651,hsa:5972,P00797,-6.7908,4722,6967,0.6777666140376059,4721,0,4721,1.0
enzyme,D03751,135462830,hsa:43,P22303,-10.1984,1354,6644,0.20379289584587598,1353,0,1353,1.0
enzyme,D03752,54892,hsa:1636,P12821,-7.5507,1792,7371,0.24311490978157646,1791,0,1791,1.0
enzyme,D03753,107807,hsa:1636,P12821,-6.9124,1092,7379,0.14798753218593305,1091,0,1091,1.0
enzyme,D03756,10457278,hsa:1636,P12821,-8.2279,975,6761,0.1442094364738944,974,0,974,1.0
enzyme,D03758,71320,hsa:1636,P12821,-7.0675,1414,7372,0.1918068366793272,1413,0,1413,1.0
enzyme,D03760,6917815,hsa:1636,P12821,-7.3264,1130,7462,0.1514339319217368,1129,0,1129,1.0
enzyme,D03763,6917956,hsa:1636,P12821,-6.2759,2002,7397,0.27065026362038663,2001,0,2001,1.0
enzyme,D03765,6850814,hsa:1636,P12821,-7.9982,778,7275,0.10694158075601375,777,0,777,1.0
enzyme,D03772,62956,hsa:1636,P12821,-7.9493,1788,7375,0.2424406779661017,1787,0,1787,1.0
enzyme,D03773,107994,hsa:1636,P12821,-9.257,404,7371,0.054809388142721474,403,0,403,1.0
enzyme,D03775,3033702,hsa:1636,P12821,-8.3725,595,7277,0.08176446337776556,594,0,594,1.0
enzyme,D03787,11954368,hsa:1621,P09172,-2.5049,671,6520,0.10291411042944786,670,0,670,1.0
enzyme,D03788,107706,hsa:1991,P08246,-7.1759,3538,7372,0.47992403689636465,3537,0,3537,1.0
enzyme,D03798,54676038,hsa:1429,Q08257,-8.9481,1021,7521,0.13575322430527856,1020,1,1019,0.9990196078431373
enzyme,D03798,54676038,hsa:1728,P15559,-8.3299,1980,7521,0.26326286398085363,1979,3,1976,0.9984840828701365
enzyme,D03798,54676038,hsa:2766,P36959,-8.6875,1374,7521,0.18268847227762267,1373,2,1371,0.9985433357611071
enzyme,D03798,54676038,hsa:4835,P16083,-7.5381,3748,7521,0.49833798696981785,3747,5,3742,0.9986655991459834
enzyme,D03798,54676038,hsa:51292,Q9P2T1,-7.0496,4982,7521,0.6624119133094003,4981,6,4975,0.9987954226059025
enzyme,D03798,54676038,hsa:79001,Q9BQB6,-11.1484,31,7521,0.004121792314851749,30,0,30,1.0
enzyme,D03798,54676038,hsa:9601,P13667,-8.0149,2630,7521,0.3496875415503258,2629,4,2625,0.99847850893876
enzyme,D03803,157838,hsa:231,P15121,-9.552,702,7202,0.09747292418772563,701,0,701,1.0
enzyme,D03805,190816,hsa:231,P15121,-8.9244,1423,7294,0.19509185632026324,1422,0,1422,1.0
enzyme,D03806,5278,hsa:231,P15121,-8.0173,1804,7227,0.2496194824961948,1803,0,1803,1.0
enzyme,D03807,5724,hsa:231,P15121,-7.8148,1467,7220,0.20318559556786703,1466,0,1466,1.0
enzyme,D03822,77991,hsa:43,P22303,-7.201,272,7531,0.03611738148984198,271,0,271,1.0
enzyme,D03822,77991,hsa:590,P06276,-7.0129,412,7531,0.05470721019784889,411,1,410,0.9975669099756691
enzyme,D03823,132228,hsa:43,P22303,-9.8484,660,7522,0.08774262164318,659,0,659,1.0
enzyme,D03828,135413520,hsa:7298,P04818,-9.1862,727,5682,0.12794790566701866,726,0,726,1.0
enzyme,D03845,60692,hsa:23632,Q9ULX7,-7.5427,386,7370,0.05237449118046133,385,1,384,0.9974025974025974
enzyme,D03845,60692,hsa:377677,Q8N1Q1,-6.3737,2595,7370,0.3521031207598372,2594,9,2585,0.9965304548959136
enzyme,D03845,60692,hsa:759,P00915,-6.697,1753,7370,0.2378561736770692,1752,5,1747,0.9971461187214612
enzyme,D03845,60692,hsa:760,P00918,-6.1713,3258,7370,0.44206241519674355,3257,10,3247,0.9969296898986798
enzyme,D03845,60692,hsa:761,P07451,-6.431,2435,7370,0.330393487109905,2434,7,2427,0.9971240755957272
enzyme,D03845,60692,hsa:762,P22748,-6.7001,1746,7370,0.23690637720488467,1745,4,1741,0.9977077363896848
enzyme,D03845,60692,hsa:765,P23280,-6.4359,2423,7370,0.3287652645861601,2422,6,2416,0.9975227085053675
enzyme,D03845,60692,hsa:766,P43166,-7.0594,989,7370,0.13419267299864315,988,2,986,0.9979757085020243
enzyme,D03845,60692,hsa:767,P35219,-6.3882,2542,7370,0.3449118046132971,2541,8,2533,0.9968516332152696
enzyme,D03845,60692,hsa:768,Q16790,-6.9016,1300,7370,0.17639077340569878,1299,3,1296,0.9976905311778291
enzyme,D03845,60692,hsa:771,O43570,-7.564,368,7370,0.04993215739484396,367,0,367,1.0
enzyme,D03882,1967,hsa:240,P09917,-7.2248,1390,7522,0.18479127891518213,1389,0,1389,1.0
enzyme,D03899,31703,hsa:7153,P11388,-8.5951,1356,7409,0.18302065056012956,1355,1,1354,0.9992619926199262
enzyme,D03899,31703,hsa:7155,Q02880,-9.2567,583,7409,0.0786880820623566,582,0,582,1.0
enzyme,D04023,176871,hsa:10461,Q12866,-6.74,2869,6959,0.41227187814341143,2868,30,2838,0.9895397489539749
enzyme,D04023,176871,hsa:1436,P07333,-8.8662,127,6959,0.018249748527087224,126,0,126,1.0
enzyme,D04023,176871,hsa:1956,P00533,-6.6209,3197,6959,0.45940508693777843,3196,33,3163,0.9896745932415519
enzyme,D04023,176871,hsa:1969,P29317,-5.5501,5999,6959,0.8620491449920966,5998,44,5954,0.9926642214071357
enzyme,D04023,176871,hsa:2042,P29320,-7.1726,1879,6959,0.270010058916511,1878,19,1859,0.9898828541001065
enzyme,D04023,176871,hsa:2043,P54764,-6.347,3951,6959,0.5677539876419025,3950,38,3912,0.990379746835443
enzyme,D04023,176871,hsa:2044,P54756,-7.172,1883,6959,0.2705848541457106,1882,20,1862,0.9893730074388948
enzyme,D04023,176871,hsa:2045,Q15375,-7.1195,1982,6959,0.28481103606840064,1981,21,1960,0.9893992932862191
enzyme,D04023,176871,hsa:2046,P29322,-6.897,2481,6959,0.35651674091105046,2480,24,2456,0.9903225806451613
enzyme,D04023,176871,hsa:2047,P54762,-7.6144,1121,6959,0.16108636298318724,1120,12,1108,0.9892857142857143
enzyme,D04023,176871,hsa:2048,P29323,-6.9802,2287,6959,0.32863917229486994,2286,23,2263,0.989938757655293
enzyme,D04023,176871,hsa:2049,P54753,-8.059,553,6959,0.07946544043684438,552,5,547,0.9909420289855072
enzyme,D04023,176871,hsa:2050,P54760,-7.642,1083,6959,0.15562580830579106,1082,11,1071,0.9898336414048059
enzyme,D04023,176871,hsa:2064,P04626,-7.8696,748,6959,0.10748670786032476,747,9,738,0.9879518072289156
enzyme,D04023,176871,hsa:2065,P21860,-6.875,2526,6959,0.3629831872395459,2525,26,2499,0.9897029702970297
enzyme,D04023,176871,hsa:2066,Q15303,-6.4387,3682,6959,0.5290990084782297,3681,34,3647,0.9907633795164358
enzyme,D04023,176871,hsa:2260,P11362,-8.0572,555,6959,0.07975283805144417,554,6,548,0.9891696750902527
enzyme,D04023,176871,hsa:2261,P22607,-7.5155,1286,6959,0.18479666618767066,1285,14,1271,0.9891050583657588
enzyme,D04023,176871,hsa:2263,P21802,-8.2251,436,6959,0.06265267998275614,435,4,431,0.9908045977011494
enzyme,D04023,176871,hsa:2264,P22455,-7.8926,723,6959,0.10389423767782728,722,8,714,0.9889196675900277
enzyme,D04023,176871,hsa:2322,P36888,-7.3323,1575,6959,0.22632562149734156,1574,16,1558,0.9898348157560356
enzyme,D04023,176871,hsa:2324,P35916,-6.4333,3698,6959,0.531398189395028,3697,35,3662,0.9905328644847173
enzyme,D04023,176871,hsa:238,Q9UM73,-6.2411,4262,6959,0.6124443167121713,4261,39,4222,0.9908472189626848
enzyme,D04023,176871,hsa:3480,P08069,-6.9973,2253,6959,0.32375341284667336,2252,22,2230,0.9902309058614565
enzyme,D04023,176871,hsa:3791,P35968,-6.7066,2954,6959,0.4244862767639029,2953,31,2922,0.9895022011513714
enzyme,D04023,176871,hsa:3815,P10721,-7.5907,1164,6959,0.16726541169708292,1163,13,1150,0.9888220120378332
enzyme,D04023,176871,hsa:4058,P29376,-6.7782,2756,6959,0.3960339129185228,2755,29,2726,0.9894736842105263
enzyme,D04023,176871,hsa:4233,P08581,-6.8842,2508,6959,0.3603966087081477,2507,25,2482,0.9900279218189071
enzyme,D04023,176871,hsa:4486,Q04912,-7.1893,1850,6959,0.26584279350481393,1849,18,1831,0.9902650081124933
enzyme,D04023,176871,hsa:4914,P04629,-6.8544,2572,6959,0.3695933323753413,2571,27,2544,0.9894982497082847
enzyme,D04023,176871,hsa:4915,Q16620,-8.5872,237,6959,0.03405661733007616,236,1,235,0.9957627118644068
enzyme,D04023,176871,hsa:4916,Q16288,-8.5595,246,6959,0.035349906595775256,245,2,243,0.9918367346938776
enzyme,D04023,176871,hsa:4919,Q01973,-6.6713,3060,6959,0.4397183503376922,3059,32,3027,0.9895390650539392
enzyme,D04023,176871,hsa:4920,Q01974,-5.8961,5248,6959,0.7541313407098721,5247,42,5205,0.9919954259576901
enzyme,D04023,176871,hsa:4921,Q16832,-8.4399,306,6959,0.04397183503376922,305,3,302,0.9901639344262295
enzyme,D04023,176871,hsa:5156,P16234,-7.2408,1744,6959,0.2506107199310246,1743,17,1726,0.9902467010900746
enzyme,D04023,176871,hsa:5159,P09619,-6.2405,4265,6959,0.612875413134071,4264,40,4224,0.9906191369606003
enzyme,D04023,176871,hsa:558,P30530,-6.797,2705,6959,0.38870527374622793,2704,28,2676,0.9896449704142012
enzyme,D04023,176871,hsa:5754,Q13308,-7.3862,1487,6959,0.21368012645495044,1486,15,1471,0.9899057873485868
enzyme,D04023,176871,hsa:5979,P07949,-6.1047,4675,6959,0.6717919241270297,4674,41,4633,0.9912280701754386
enzyme,D04023,176871,hsa:6098,P08922,-7.8095,831,6959,0.11941370886621641,830,10,820,0.9879518072289156
enzyme,D04023,176871,hsa:6259,P34925,-6.3616,3904,6959,0.5610001436988074,3903,37,3866,0.9905201127337945
enzyme,D04023,176871,hsa:7010,Q02763,-8.0142,591,6959,0.08492599511424055,590,7,583,0.988135593220339
enzyme,D04023,176871,hsa:7075,P35590,-5.1939,6410,6959,0.9211093547923552,6409,45,6364,0.9929786238102668
enzyme,D04023,176871,hsa:7301,Q06418,-5.7779,5541,6959,0.7962350912487426,5540,43,5497,0.9922382671480144
enzyme,D04023,176871,hsa:780,Q08345,-6.4104,3754,6959,0.5394453226038224,3753,36,3717,0.9904076738609112
enzyme,D04025,6444692,hsa:10461,Q12866,-8.8123,1447,7372,0.19628323385784047,1446,11,1435,0.9923928077455049
enzyme,D04025,6444692,hsa:1436,P07333,-9.3846,789,7372,0.10702658708627238,788,6,782,0.9923857868020305
enzyme,D04025,6444692,hsa:1956,P00533,-7.4435,4603,7372,0.6243895822029301,4602,38,4564,0.9917427205562799
enzyme,D04025,6444692,hsa:1969,P29317,-7.0802,5561,7372,0.7543407487791645,5560,43,5517,0.9922661870503597
enzyme,D04025,6444692,hsa:2041,P21709,-6.3781,6694,7372,0.9080303852414542,6693,46,6647,0.993127147766323
enzyme,D04025,6444692,hsa:2042,P29320,-7.7024,3868,7372,0.5246880086814976,3867,32,3835,0.9917248513059219
enzyme,D04025,6444692,hsa:2043,P54764,-7.5431,4304,7372,0.5838307107976126,4303,37,4266,0.9914013478968162
enzyme,D04025,6444692,hsa:2044,P54756,-8.7784,1491,7372,0.20225176342919154,1490,12,1478,0.9919463087248322
enzyme,D04025,6444692,hsa:2045,Q15375,-8.7256,1583,7372,0.2147314161692892,1582,13,1569,0.9917825537294563
enzyme,D04025,6444692,hsa:2046,P29322,-7.8063,3582,7372,0.48589256646771567,3581,31,3550,0.9913432002234013
enzyme,D04025,6444692,hsa:2047,P54762,-8.2141,2597,7372,0.3522788931090613,2596,25,2571,0.9903697996918336
enzyme,D04025,6444692,hsa:2048,P29323,-8.0059,3064,7372,0.4156266956049919,3063,29,3034,0.9905321580150179
enzyme,D04025,6444692,hsa:2049,P54753,-9.2766,894,7372,0.12126966901790559,893,7,886,0.9921612541993281
enzyme,D04025,6444692,hsa:2050,P54760,-8.5121,1949,7372,0.2643787303309821,1948,17,1931,0.9912731006160165
enzyme,D04025,6444692,hsa:2064,P04626,-8.636,1728,7372,0.23440043407487793,1727,15,1712,0.9913144180660104
enzyme,D04025,6444692,hsa:2065,P21860,-8.14,2762,7372,0.37466087900162776,2761,27,2734,0.990220934444042
enzyme,D04025,6444692,hsa:2066,Q15303,-8.3455,2309,7372,0.31321215409658165,2308,22,2286,0.9904679376083189
enzyme,D04025,6444692,hsa:2260,P11362,-8.6892,1629,7372,0.22097124253933803,1628,14,1614,0.9914004914004914
enzyme,D04025,6444692,hsa:2261,P22607,-7.6882,3915,7372,0.5310634834508953,3914,33,3881,0.9915687276443536
enzyme,D04025,6444692,hsa:2263,P21802,-9.5451,643,7372,0.08722192078133478,642,5,637,0.9922118380062306
enzyme,D04025,6444692,hsa:2264,P22455,-8.3763,2235,7372,0.303174172544764,2234,21,2213,0.9905998209489705
enzyme,D04025,6444692,hsa:2322,P36888,-9.1982,977,7372,0.13252848616386326,976,8,968,0.9918032786885246
enzyme,D04025,6444692,hsa:2324,P35916,-7.4382,4620,7372,0.626695604991861,4619,39,4580,0.9915566139857112
enzyme,D04025,6444692,hsa:238,Q9UM73,-7.627,4079,7372,0.5533098209441129,4078,35,4043,0.991417361451692
enzyme,D04025,6444692,hsa:3480,P08069,-8.4245,2139,7372,0.29015192620727076,2138,19,2119,0.9911131898971001
enzyme,D04025,6444692,hsa:3791,P35968,-10.2795,207,7372,0.02807921866521975,206,2,204,0.9902912621359223
enzyme,D04025,6444692,hsa:3815,P10721,-9.0579,1126,7372,0.15274009766684754,1125,10,1115,0.9911111111111112
enzyme,D04025,6444692,hsa:4058,P29376,-7.6602,3994,7372,0.5417797069994574,3993,34,3959,0.9914850989231154
enzyme,D04025,6444692,hsa:4233,P08581,-8.0728,2911,7372,0.39487249050461204,2910,28,2882,0.9903780068728523
enzyme,D04025,6444692,hsa:4486,Q04912,-9.0888,1094,7372,0.14839934888768314,1093,9,1084,0.9917657822506862
enzyme,D04025,6444692,hsa:4914,P04629,-7.6088,4132,7372,0.5604991861096039,4131,36,4095,0.9912854030501089
enzyme,D04025,6444692,hsa:4915,Q16620,-10.1113,276,7372,0.037438958220293,275,3,272,0.9890909090909091
enzyme,D04025,6444692,hsa:4916,Q16288,-10.5188,139,7372,0.01885512750949539,138,0,138,1.0
enzyme,D04025,6444692,hsa:4919,Q01973,-9.866,407,7372,0.05520889853499729,406,4,402,0.9901477832512315
enzyme,D04025,6444692,hsa:4920,Q01974,-8.6281,1743,7372,0.23643516006511123,1742,16,1726,0.9908151549942594
enzyme,D04025,6444692,hsa:4921,Q16832,-10.3414,191,7372,0.025908844275637548,190,1,189,0.9947368421052631
enzyme,D04025,6444692,hsa:5156,P16234,-8.1783,2680,7372,0.36353771025501896,2679,26,2653,0.990294886151549
enzyme,D04025,6444692,hsa:5159,P09619,-7.4025,4723,7372,0.6406673901247966,4722,41,4681,0.9913172384582803
enzyme,D04025,6444692,hsa:558,P30530,-8.2926,2423,7372,0.32867607162235485,2422,23,2399,0.990503715937242
enzyme,D04025,6444692,hsa:5754,Q13308,-8.4972,1977,7372,0.26817688551275093,1976,18,1958,0.9908906882591093
enzyme,D04025,6444692,hsa:5979,P07949,-8.4039,2175,7372,0.2950352685838307,2174,20,2154,0.9908003679852806
enzyme,D04025,6444692,hsa:6098,P08922,-8.2396,2521,7372,0.34196961475854587,2520,24,2496,0.9904761904761905
enzyme,D04025,6444692,hsa:6259,P34925,-7.4239,4672,7372,0.6337493217580032,4671,40,4631,0.9914365232284308
enzyme,D04025,6444692,hsa:7010,Q02763,-7.9041,3323,7372,0.45075963103635375,3322,30,3292,0.9909692956050572
enzyme,D04025,6444692,hsa:7075,P35590,-6.5191,6562,7372,0.890124796527401,6561,45,6516,0.9931412894375857
enzyme,D04025,6444692,hsa:7301,Q06418,-6.7297,6279,7372,0.8517362995116657,6278,44,6234,0.9929913985345652
enzyme,D04025,6444692,hsa:780,Q08345,-7.2714,5062,7372,0.6866521975040695,5061,42,5019,0.991701244813278
enzyme,D04029,204101,hsa:2159,P00742,-9.629,1107,7144,0.1549552071668533,1106,0,1106,1.0
enzyme,D04031,472335,hsa:7150,P11387,-8.8478,1425,7377,0.1931679544530297,1424,2,1422,0.9985955056179775
enzyme,D04031,472335,hsa:7156,Q13472,-10.193,233,7377,0.03158465500881117,232,0,232,1.0
enzyme,D04031,472335,hsa:8940,O95985,-8.897,1348,7377,0.18273010708960283,1347,1,1346,0.9992576095025983
enzyme,D04092,8366,hsa:4128,P21397,-9.3584,414,7196,0.0575319622012229,413,1,412,0.9975786924939467
enzyme,D04092,8366,hsa:4129,P27338,-10.0172,106,7196,0.014730405780989438,105,0,105,1.0
enzyme,D04197,5790,hsa:7298,P04818,-6.6633,1799,7322,0.245697896749522,1798,0,1798,1.0
enzyme,D04292,9651,hsa:43,P22303,-7.136,2201,7464,0.29488210075026794,2200,0,2200,1.0
enzyme,D04983,876,hsa:4143,Q00266,-3.8599,4726,7411,0.6377007151531507,4725,2,4723,0.9995767195767196
enzyme,D04983,876,hsa:4548,Q99707,-4.4725,1364,7411,0.18405073539333422,1363,0,1363,1.0
enzyme,D04983,876,hsa:4552,Q9UBK8,-4.2509,2514,7411,0.3392254756443125,2513,1,2512,0.9996020692399522
enzyme,D05341,985,hsa:1558,P10632,-6.6864,146,7528,0.019394261424017,145,0,145,1.0
enzyme,D05341,985,hsa:5538,P50897,-4.9789,2877,7528,0.38217321997874604,2876,1,2875,0.9996522948539638
enzyme,D05353,4679,hsa:1557,P33261,-8.4187,465,7306,0.06364631809471667,464,1,463,0.9978448275862069
enzyme,D05353,4679,hsa:1559,P11712,-8.281,632,7306,0.08650424308787298,631,2,629,0.9968304278922345
enzyme,D05353,4679,hsa:1576,P08684,-8.574,349,7306,0.04776895702162606,348,0,348,1.0
enzyme,D05407,135398748,hsa:30,P09110,-5.7833,3428,7318,0.4684339983602077,3427,0,3427,1.0
enzyme,D05458,4771,hsa:4129,P27338,-6.3735,413,7573,0.05453585104978212,412,0,412,1.0
enzyme,D06238,5583,hsa:1719,P00374,-8.4859,462,7446,0.062046736502820304,461,0,461,1.0
gpcr,D00059,6047,hsa:1812,P21728,-6.883,576,7466,0.07714974551299224,575,1,574,0.9982608695652174
gpcr,D00059,6047,hsa:1813,P14416,-7.2769,169,7466,0.022635949638360568,168,0,168,1.0
gpcr,D00095,5816,hsa:153,P08588,-6.3894,689,7532,0.09147636749867233,688,1,687,0.998546511627907
gpcr,D00095,5816,hsa:154,P07550,-6.5466,420,7532,0.055762081784386616,419,0,419,1.0
gpcr,D00110,122142,hsa:1812,P21728,-7.2278,1639,7525,0.21780730897009967,1638,2,1636,0.9987789987789988
gpcr,D00110,122142,hsa:1814,P35462,-7.8257,646,7525,0.08584717607973422,645,0,645,1.0
gpcr,D00110,122142,hsa:4986,P41145,-7.728,788,7525,0.10471760797342193,787,1,786,0.9987293519695044
gpcr,D00113,174174,hsa:1128,P11229,-8.7431,77,7463,0.010317566662200187,76,1,75,0.9868421052631579
gpcr,D00113,174174,hsa:1129,P08172,-9.5836,3,7463,0.00040198311670909824,2,0,2,1.0
gpcr,D00113,174174,hsa:1131,P20309,-7.0238,2030,7463,0.2720085756398231,2029,4,2025,0.9980285855101035
gpcr,D00113,174174,hsa:1132,P08173,-8.6437,110,7463,0.014739380946000268,109,2,107,0.981651376146789
gpcr,D00113,174174,hsa:1133,P08912,-8.5806,133,7463,0.017821251507436686,132,3,129,0.9772727272727273
