reranked_rank_1_based,pubchem_cid,ligand_title,uniprot_id,known_target_yamanishi,known_target_bindingdb,known_target_any_supported,hit_value_score,affinity,raw_affinity_rank_1_based,rank_percentile,reverse_rank_percentile,affinity_zscore_within_ligand,affinity_robust_zscore_within_ligand,affinity_gap_to_next_weaker,affinity_gap_to_previous_stronger,total_ranked_uniprots
4203,1794427,ChlorogenicAcid,Q17RY0,0,0,0,0.0009985320435328682,-5.1276,7139,0.948452238607679,0.05168061644745581,1.6143264090837082,2.713907100013949,0.001000000000000334,0.0041999999999999815,7527
4204,1794427,ChlorogenicAcid,Q63HR2,0,0,0,0.0009985125343718758,-6.6872,4908,0.6520526106018334,0.34808024445330144,0.3346551878593622,0.5384293485841821,9.999999999976694e-05,0.000300000000000189,7527
4205,1794427,ChlorogenicAcid,Q9BXS1,0,0,0,0.0009970827742836576,-7.3296,3122,0.4147734821309951,0.5853593729241398,-0.19244201175241032,-0.3576509973497004,0.0008999999999996788,0.000700000000000145,7527
4206,1794427,ChlorogenicAcid,P80188,0,0,0,0.0009961134908867072,-7.7083,2241,0.2977281785571941,0.7024046764979408,-0.5031700775883042,-0.8858976147300887,0.00010000000000065512,9.999999999976694e-05,7527
4207,1794427,ChlorogenicAcid,P78549,0,0,0,0.0009959135118250966,-6.466,5526,0.7341570346751694,0.2659758203799655,0.5161525423956695,0.8469800530059979,0.000300000000000189,0.0,7527
4208,1794427,ChlorogenicAcid,Q9Y535,0,0,0,0.0009951185832297008,-6.2961,5974,0.7936760993755813,0.20645675567955357,0.6555576081086835,1.0839726600641653,0.00039999999999995595,0.00019999999999953388,7527
4209,1794427,ChlorogenicAcid,O14717,0,0,0,0.0009944832969040994,-7.8836,1864,0.24764182277135646,0.7524910322837783,-0.6470059105458754,-1.1304226530896926,0.0018000000000002458,9.999999999976694e-05,7527
4210,1794427,ChlorogenicAcid,Q9NU19,0,0,0,0.0009944310893167424,-6.6647,4970,0.660289624020194,0.33984323103494085,0.3531167180450173,0.5698144790068352,0.000300000000000189,0.0,7527
4211,1794427,ChlorogenicAcid,Q8IVW4,0,0,0,0.0009941452213601072,-8.6999,622,0.08263584429387538,0.9174970107612594,-1.3167902256814439,-2.2690751848235458,0.0017999999999993577,0.0023999999999997357,7527
4212,1794427,ChlorogenicAcid,P49802,0,0,0,0.0009941209576976682,-7.5075,2690,0.3573800983127408,0.6427527567423941,-0.3384111770869906,-0.6058027618914777,0.00039999999999995595,0.001100000000000101,7527
4213,1794427,ChlorogenicAcid,Q9NZN5,0,0,0,0.0009936772907718258,-7.8666,1905,0.25308888003188523,0.7470439750232496,-0.6330571988500467,-1.1067094434370208,0.00039999999999995595,9.999999999976694e-05,7527
4214,1794427,ChlorogenicAcid,Q8N136,0,0,0,0.0009931851568095423,-7.4511,2812,0.37358841503919227,0.6265444400159426,-0.2921342747549483,-0.5271307016320274,0.00039999999999995595,0.0,7527
4215,1794427,ChlorogenicAcid,Q5TFQ8,0,0,0,0.0009928109784522027,-6.2314,6107,0.811345821708516,0.18878703334661884,0.7086447637981009,1.1742223462128614,0.001100000000000101,0.0,7527
4216,1794427,ChlorogenicAcid,P20809,0,0,0,0.0009925822178894386,-7.2559,3294,0.4376245516141889,0.5625083034409459,-0.13197024398873053,-0.2548472590319426,0.0004999999999997229,0.0005000000000006111,7527
4217,1794427,ChlorogenicAcid,Q96SD1,0,0,0,0.0009913708247791062,-7.784,2073,0.2754085292945397,0.7247243257605952,-0.5652828702573748,-0.9914911424187474,0.0005999999999994898,0.000300000000000189,7527
4218,1794427,ChlorogenicAcid,Q14596,0,0,0,0.0009912478433399842,-6.9687,4069,0.540587219343696,0.4595456357114388,0.10368093242549847,0.14576649462965524,0.0,0.000300000000000189,7527
4219,1794427,ChlorogenicAcid,Q53H82,0,0,0,0.0009910505312362894,-7.5017,2698,0.3584429387538196,0.6416899163013152,-0.3336522048613545,-0.5977123727158595,0.0013999999999994017,0.000300000000000189,7527
4220,1794427,ChlorogenicAcid,Q10589,0,0,0,0.0009905720749621711,-7.0145,3938,0.523183207121031,0.4769496479341039,0.06610146209203166,0.08188031803598826,0.000300000000000189,0.00020000000000042206,7527
4221,1794427,ChlorogenicAcid,O00451,0,0,0,0.0009890500807416844,-7.4025,2924,0.3884681812142952,0.6116646738408397,-0.2522573695539328,-0.4593388199190961,9.999999999976694e-05,0.000600000000000378,7527
4222,1794427,ChlorogenicAcid,P48643,0,0,0,0.0009871883426950283,-6.9187,4218,0.5603826225587883,0.4397502324963465,0.14470655506028757,0.2155112289022174,0.0007999999999999119,0.0005999999999994898,7527
4223,1794427,ChlorogenicAcid,P41159,0,0,0,0.0009871057303560895,-6.6019,5159,0.6853992294406802,0.3147336256144546,0.40464490007431275,0.6574138652531739,9.999999999976694e-05,0.001000000000000334,7527
4224,1794427,ChlorogenicAcid,O60500,0,0,0,0.0009870811106261342,-2.9795,7496,0.9958814932908198,0.004251361764315176,3.376869208719524,5.710280373831777,0.07689999999999975,0.07930000000000037,7527
4225,1794427,ChlorogenicAcid,Q8IZ41,0,0,0,0.0009867752378185152,-8.028,1613,0.21429520393250964,0.7858376511226253,-0.7654879087151468,-1.331845445668853,0.0029000000000003467,0.00140000000000029,7527
4226,1794427,ChlorogenicAcid,P04083,0,0,0,0.0009865676362346178,-4.4633,7368,0.9788760462335592,0.021256808821575657,2.159392831409518,3.6405356395592134,0.0005000000000006111,0.0004999999999997229,7527
4227,1794427,ChlorogenicAcid,Q9Y5A9,0,0,0,0.0009856451634994736,-6.5585,5268,0.6998804304503786,0.3002524246047562,0.4402551405213092,0.717952294601757,0.000600000000000378,0.0,7527
4228,1794427,ChlorogenicAcid,Q9BWF3,0,0,0,0.000985240775673208,-6.2695,6032,0.8013816925734024,0.1987511624817324,0.6773832393503916,1.1210768586971687,9.999999999976694e-05,0.000300000000000189,7527
4229,1794427,ChlorogenicAcid,O60496,0,0,0,0.000985028929927322,-6.516,5386,0.7155573269562907,0.2845755280988441,0.4751269197608804,0.7772353187334357,0.001100000000000101,0.000600000000000378,7527
4230,1794427,ChlorogenicAcid,O15037,0,0,0,0.0009848487984876466,-6.6056,5146,0.6836721137239272,0.3164607413312076,0.40160900399933813,0.6522527549170039,0.0,0.000600000000000378,7527
4231,1794427,ChlorogenicAcid,Q9UPV7,0,0,0,0.0009843551246236874,-7.3729,3023,0.4016208316726451,0.5985120233824897,-0.22797020095413734,-0.4180499372297387,0.0004999999999997229,0.00010000000000065512,7527
4232,1794427,ChlorogenicAcid,Q9UPY8,0,0,0,0.0009843507925495593,-7.0088,3955,0.5254417430583234,0.47469111199681147,0.07077838307239766,0.08983121774306044,0.0023999999999997357,0.00039999999999995595,7527
4233,1794427,ChlorogenicAcid,P51813,0,0,0,0.0009838264583479322,-7.9938,1671,0.2220007971303308,0.778132057924804,-0.7374263828329508,-1.28414004742642,0.000600000000000378,0.0004999999999997229,7527
4234,1794427,ChlorogenicAcid,O75365,0,0,0,0.000982834605005513,-6.2805,6005,0.7977946060847615,0.20233824897037334,0.6683576023707378,1.1057330171572048,0.0008999999999996788,9.999999999976694e-05,7527
4235,1794427,ChlorogenicAcid,P49959,0,0,0,0.0009824136615541126,-6.9759,4043,0.5371329879101899,0.4629998671449449,0.09777324276608874,0.1357232528944061,0.00010000000000065512,0.0011999999999998678,7527
4236,1794427,ChlorogenicAcid,Q15631,0,0,0,0.0009820837858089393,-6.0564,6451,0.8570479606749036,0.1430848943802312,0.8522344430198632,1.4183289161668295,0.00020000000000042206,0.00020000000000042206,7527
4237,1794427,ChlorogenicAcid,Q9Y222,0,0,0,0.00098175049867689,-6.8121,4519,0.6003719941543776,0.39976086090075724,0.23217318251765845,0.36420700237132086,0.000600000000000378,0.00019999999999953388,7527
4238,1794427,ChlorogenicAcid,O60229,0,0,0,0.0009814096871443266,-6.5774,5226,0.694300518134715,0.3058323369204198,0.4247474551653593,0.6915887850467292,0.0007999999999999119,0.0007999999999999119,7527
4239,1794427,ChlorogenicAcid,Q8WWP7,0,0,0,0.000981021292927415,-7.0657,3790,0.5035206589610735,0.4966121960940614,0.02409122451400772,0.010461710140884761,0.0004999999999997229,0.00039999999999995595,7527
4240,1794427,ChlorogenicAcid,P51955,0,0,0,0.0009808384758713958,-9.096,277,0.036800850272352865,0.963332004782782,-1.6417952081942448,-2.821592969730786,0.001300000000000523,0.000600000000000378,7527
4241,1794427,ChlorogenicAcid,Q16584,0,0,0,0.0009808099473316602,-6.2516,6063,0.8055001992825827,0.19463265577255218,0.6920704122536461,1.146045473566746,0.00039999999999995595,0.001100000000000101,7527
4242,1794427,ChlorogenicAcid,Q92997,0,0,0,0.0009803301092206453,-7.0842,3732,0.4958150657632523,0.5043177892918825,0.008911744139135366,-0.015343841539963904,0.00020000000000042206,9.999999999976694e-05,7527
4243,1794427,ChlorogenicAcid,P02753,0,0,0,0.00098022548745027,-0.0006,7507,0.997342898897303,0.002789956157831841,5.821093754054997,9.865532152322501,0.0,0.0007,7527
4244,1794427,ChlorogenicAcid,Q8WX77,0,0,0,0.0009794236864856,-4.8005,7268,0.9655905407200744,0.0345423143350605,1.8827160323604992,3.1701771516250523,0.007100000000000328,0.00039999999999995595,7527
4245,1794427,ChlorogenicAcid,Q9UNN8,0,0,0,0.00097941058549928,-9.5394,91,0.012089810017271158,0.9880430450378637,-2.0056104297195563,-3.4400892732598702,0.0030999999999998806,0.0034999999999989484,7527
4246,1794427,ChlorogenicAcid,O95206,0,0,0,0.0009789420969376164,-6.4557,5554,0.7378769762189451,0.2622558788361897,0.524603820658436,0.8613474682661456,0.000300000000000189,0.000300000000000189,7527
4247,1794427,ChlorogenicAcid,Q9H813,0,0,0,0.0009785865837944594,-6.7614,4677,0.6213630928656836,0.37876976218945135,0.2737731638693347,0.4349281629236991,0.00039999999999995595,0.0,7527
4248,1794427,ChlorogenicAcid,P48431,0,0,0,0.0009783872312311632,-6.7147,4821,0.6404942208051017,0.3596386342500332,0.3120910954102282,0.500069744734273,9.999999999976694e-05,0.000300000000000189,7527
4249,1794427,ChlorogenicAcid,O60506,0,0,0,0.000977675122997549,-6.8259,4471,0.5939949515079048,0.40613790354723,0.2208501106704568,0.3449574557120939,0.0004999999999997229,0.00020000000000042206,7527
4250,1794427,ChlorogenicAcid,P23560,0,0,0,0.0009776607944454799,-6.4642,5530,0.7346884548957088,0.26544440015942605,0.5176294648105221,0.8494908634398104,0.00019999999999953388,0.000600000000000378,7527
4251,1794427,ChlorogenicAcid,P01583,0,0,0,0.0009775239059006862,-6.4517,5567,0.7396040919356982,0.26052876311943673,0.5278858704692195,0.8669270470079513,0.000700000000000145,0.00010000000000065512,7527
4252,1794427,ChlorogenicAcid,Q9NWS0,0,0,0,0.0009775042209483895,-7.7006,2260,0.3002524246047562,0.6998804304503786,-0.49685213170254616,-0.875156925652113,0.00039999999999995595,0.0,7527
4253,1794427,ChlorogenicAcid,Q14258,0,0,0,0.0009773806491671854,-6.2681,6035,0.801780257738807,0.19835259731632793,0.6785319567841659,1.1230297112568008,0.00039999999999995595,0.000300000000000189,7527
4254,1794427,ChlorogenicAcid,Q8N684,0,0,0,0.0009770750171816194,-7.0597,3809,0.5060449050086355,0.4940879500464993,0.029014299230181888,0.018831078253591333,0.00020000000000042206,9.999999999976694e-05,7527
4255,1794427,ChlorogenicAcid,Q9NXL9,0,0,0,0.0009770013175332457,-7.8658,1909,0.2536203002524246,0.7465125548027103,-0.6324007888878902,-1.10559352768866,0.000600000000000378,0.00019999999999953388,7527
4256,1794427,ChlorogenicAcid,Q9BPZ2,0,0,0,0.000976642036908302,-7.3075,3168,0.42088481466719807,0.5792480403879368,-0.17430868654783346,-0.3268238248012278,0.0007999999999999119,9.999999999976694e-05,7527
4257,1794427,ChlorogenicAcid,P21912,0,0,0,0.0009765196682532741,-8.0008,1664,0.22107081174438686,0.779062043310748,-0.7431699700018211,-1.2939043102245782,0.001100000000000101,0.0008999999999996788,7527
4258,1794427,ChlorogenicAcid,P10646,0,0,0,0.0009762754229783121,-6.5472,5297,0.7037332270492892,0.29639962800584563,0.44952693123677184,0.7337146045473565,0.00020000000000042206,0.000700000000000145,7527
4259,1794427,ChlorogenicAcid,P32456,0,0,0,0.0009757034064102763,-7.8539,1933,0.25680882157566093,0.743324033479474,-0.6226366907008105,-1.0889942809317903,0.000300000000000189,0.0002999999999993008,7527
4260,1794427,ChlorogenicAcid,Q9BUH6,0,0,0,0.0009753810711364782,-6.738,4741,0.6298658163943138,0.370267038660821,0.2929731552624158,0.46756869856325783,0.00010000000000065512,0.0002999999999993008,7527
4261,1794427,ChlorogenicAcid,Q86T24,0,0,0,0.0009746304235606744,-7.0205,3918,0.520526106018334,0.4796067490368009,0.061178387375856756,0.07351094992328046,0.00020000000000042206,0.000300000000000189,7527
4262,1794427,ChlorogenicAcid,D3W0D1,0,0,0,0.0009743873166072275,-6.5482,5293,0.7032018068287499,0.29693104822638505,0.44870641878407647,0.7323197098619061,0.00019999999999953388,0.00020000000000042206,7527
4263,1794427,ChlorogenicAcid,P16455,0,0,0,0.0009738549008667969,-7.402,2926,0.3887338913245649,0.6113989637305699,-0.25184711332758514,-0.45864137257637083,0.00039999999999995595,0.00039999999999995595,7527
4264,1794427,ChlorogenicAcid,Q9Y255,0,0,0,0.0009727522984183339,-6.972,4058,0.5391258137372127,0.46100704131792214,0.10097324133160214,0.14116334216766568,0.000700000000000145,0.00019999999999953388,7527
4265,1794427,ChlorogenicAcid,P29459,0,0,0,0.0009726811124750023,-6.6724,4954,0.6581639431380364,0.34196891191709844,0.3467987721592599,0.5590737899288608,0.00019999999999953388,0.00020000000000042206,7527
4266,1794427,ChlorogenicAcid,Q14679,0,0,0,0.0009724136295098506,-4.757,7280,0.9671848013816926,0.032948053673442224,1.9184083240527665,3.2308550704421823,0.0023999999999997357,0.0052000000000003155,7527
4267,1794427,ChlorogenicAcid,Q9H3D4,0,0,0,0.0009718975523244478,-7.1639,3529,0.4688454895708782,0.5312873654842567,-0.056483098340718595,-0.12651694797042826,0.000600000000000378,0.00020000000000042206,7527
4268,1794427,ChlorogenicAcid,Q9ULZ3,0,0,0,0.000971702687342445,-9.2867,177,0.023515344758868077,0.9766175102962668,-1.7982669329233307,-3.087599386246339,0.000700000000000145,0.000600000000000378,7527
4269,1794427,ChlorogenicAcid,Q9UM54,0,0,0,0.0009708983754703162,-7.8384,1965,0.2610601833399761,0.7390726717151588,-0.6099187476840257,-1.0673734133072956,0.0015000000000000568,0.00019999999999953388,7527
4270,1794427,ChlorogenicAcid,P51668,0,0,0,0.0009707424835079796,-6.9198,4216,0.5601169124485187,0.44001594260661614,0.14380399136232214,0.2139768447482209,0.0005000000000006111,0.00019999999999953388,7527
4271,1794427,ChlorogenicAcid,Q9Y2S2,0,0,0,0.0009705174037229126,-7.6061,2467,0.32775342101766974,0.6723794340374651,-0.41931370492279446,-0.74333937787697,0.00019999999999953388,0.0,7527
4272,1794427,ChlorogenicAcid,Q8WWZ1,0,0,0,0.0009697022016421625,-6.6595,4986,0.6624153049023516,0.33771755015278326,0.3573833827990349,0.577067931371181,0.000300000000000189,0.0,7527
4273,1794427,ChlorogenicAcid,Q16775,0,0,0,0.00096948413689374,-7.5464,2595,0.3447588680749302,0.6553739869802047,-0.3703291114968566,-0.6600641651555312,0.000300000000000189,0.00019999999999953388,7527
4274,1794427,ChlorogenicAcid,Q9C0C9,0,0,0,0.0009683313365003702,-7.439,2841,0.37744121163810285,0.622691643417032,-0.2822060740773291,-0.510252475938067,0.00039999999999995595,0.0,7527
4275,1794427,ChlorogenicAcid,Q15013,0,0,0,0.0009681208846121333,-6.7888,4589,0.6096718480138169,0.3904610070413179,0.25129112266547016,0.3967080485423348,0.00039999999999995595,0.00039999999999995595,7527
4276,1794427,ChlorogenicAcid,P05198,0,0,0,0.0009673650989074808,-6.4803,5485,0.7287099774146406,0.2714228776404942,0.5044192143221201,0.8270330590040457,9.999999999976694e-05,0.00020000000000042206,7527
4277,1794427,ChlorogenicAcid,Q8NBU5,0,0,0,0.0009664605603383584,-7.4617,2790,0.3706656038262256,0.6294672512289092,-0.3008317067535238,-0.5419165852978108,0.000300000000000189,0.00039999999999995595,7527
4278,1794427,ChlorogenicAcid,Q9Y3M8,0,0,0,0.0009659640371549623,-7.5071,2691,0.35751295336787564,0.6426199016872591,-0.3380829721059123,-0.6052448040172974,0.00020000000000042206,0.00039999999999995595,7527
4279,1794427,ChlorogenicAcid,O60481,0,0,0,0.0009657889118030096,-7.2418,3323,0.44147734821309953,0.5586555068420354,-0.12040101840571994,-0.23517924396708004,0.00019999999999953388,0.000300000000000189,7527
4280,1794427,ChlorogenicAcid,Q8N104,0,0,0,0.0009657446793190786,-6.0469,6467,0.8591736415570612,0.1409592134980736,0.8600293113204732,1.4315804156786165,0.0011999999999998678,0.001100000000000101,7527
4281,1794427,ChlorogenicAcid,P01375,0,0,0,0.0009652710920856778,-6.5333,5332,0.7083831539790089,0.29174970107612597,0.4609320543292436,0.7531036406751296,0.001100000000000101,0.00020000000000042206,7527
4282,1794427,ChlorogenicAcid,Q9NR83,0,0,0,0.0009648538024843823,-5.884,6664,0.8853460874186263,0.11478676763650852,0.9936907898646162,1.6588087599386243,0.000900000000000567,0.0,7527
4283,1794427,ChlorogenicAcid,Q96EB6,0,0,0,0.000964049972564449,-7.9536,1744,0.2316992161551747,0.7684336388999602,-0.7044417822345799,-1.228065281071279,9.999999999976694e-05,0.000700000000000145,7527
4284,1794427,ChlorogenicAcid,P58400,0,0,0,0.0009625821062870332,-6.1487,6270,0.8330011956954962,0.16713165935963858,0.7765011436360424,1.2895801366996795,0.001100000000000101,0.00020000000000042206,7527
4285,1794427,ChlorogenicAcid,P22466,0,0,0,0.000961923716611217,-5.098,7156,0.9507107745449714,0.04942208051016339,1.6386135776835036,2.7551959827033063,0.0049000000000001265,0.0004999999999997229,7527
4286,1794427,ChlorogenicAcid,Q8IU60,0,0,0,0.0009616152650767509,-8.1252,1449,0.1925069748903946,0.8076258801647402,-0.8452417191171764,-1.467429209094713,9.999999999976694e-05,0.00020000000000131024,7527
4287,1794427,ChlorogenicAcid,Q13322,0,0,0,0.000961351233484085,-7.043,3846,0.510960542048625,0.4891723130065099,0.04271685719020163,0.04212581950062741,0.0,0.00019999999999953388,7527
4288,1794427,ChlorogenicAcid,Q15366,0,0,0,0.0009599015923723881,-5.9205,6624,0.8800318852132324,0.12010096984190244,0.9637420853412206,1.6078951039196547,0.0019000000000000128,0.00020000000000042206,7527
4289,1794427,ChlorogenicAcid,Q9H5P4,0,0,0,0.000959231490220757,-7.8739,1887,0.25069748903945793,0.749435366015677,-0.6390469397547259,-1.1168921746408147,0.00039999999999995595,9.999999999976694e-05,7527
4290,1794427,ChlorogenicAcid,O95994,0,0,0,0.0009588094972970161,-7.6539,2375,0.3155307559452637,0.6846020991098711,-0.4585342001616534,-0.8100153438415404,0.0007999999999999119,9.999999999976694e-05,7527
4291,1794427,ChlorogenicAcid,Q9H2B2,0,0,0,0.0009581326306753971,-6.6534,5005,0.6649395509499136,0.3351933041052212,0.36238850876047923,0.5855767889524335,0.001000000000000334,0.0002999999999993008,7527
4292,1794427,ChlorogenicAcid,P21757,0,0,0,0.0009579059771081831,-6.5744,5230,0.6948319383552544,0.30530091669988046,0.42720899252344674,0.695773469103083,0.0013999999999994017,0.00039999999999995595,7527
4293,1794427,ChlorogenicAcid,Q9BUE0,0,0,0,0.0009572838960491991,-6.5991,5166,0.6863292148266241,0.3138036402285107,0.4069423349418607,0.6613195703724369,0.000600000000000378,0.001100000000000101,7527
4294,1794427,ChlorogenicAcid,Q9H832,0,0,0,0.0009571335658033498,-6.8863,4297,0.5708781719144413,0.4292546831406935,0.171291158527631,0.26070581671083787,0.0005000000000006111,9.999999999976694e-05,7527
4295,1794427,ChlorogenicAcid,Q07812,0,0,0,0.0009565504369549595,-6.6174,5113,0.6792878969044772,0.3208449581506576,0.3919269570575279,0.6357929976286791,9.999999999976694e-05,0.0008999999999996788,7527
4296,1794427,ChlorogenicAcid,Q12923,0,0,0,0.0009561597218850409,-7.5492,2589,0.34396173774412114,0.6561711173110136,-0.3726265463644045,-0.6639698702747944,0.00039999999999995595,0.0011999999999998678,7527
4297,1794427,ChlorogenicAcid,Q8IVD9,0,0,0,0.0009560950677718923,-7.3746,3014,0.4004251361764315,0.5997077188787033,-0.22936507212372056,-0.42042125819500653,0.00039999999999995595,0.00019999999999953388,7527
4298,1794427,ChlorogenicAcid,P07992,0,0,0,0.0009556991909817675,-7.051,3827,0.5084362960010629,0.49169655905407206,0.03615275756863534,0.030966662017017407,0.0,0.00039999999999995595,7527
4299,1794427,ChlorogenicAcid,O43586,0,0,0,0.0009554291155844331,-6.4357,5619,0.7465125548027103,0.25362030025242466,0.5410140697123521,0.8892453619751712,0.0007999999999999119,0.000300000000000189,7527
4300,1794427,ChlorogenicAcid,P78380,0,0,0,0.0009548378487601665,-6.9354,4173,0.5544041450777202,0.44572870997741465,0.13100399710026855,0.19221648765518257,0.0005999999999994898,0.00010000000000065512,7527
4301,1794427,ChlorogenicAcid,Q9UGI8,0,0,0,0.0009548096707492523,-6.6231,5093,0.6766307958017802,0.3235020592533546,0.38725003607716185,0.627842097921607,0.00020000000000042206,0.000300000000000189,7527
4302,1794427,ChlorogenicAcid,P82933,0,0,0,0.0009546840608081518,-6.7614,4676,0.6212302378105486,0.3789026172445862,0.2737731638693347,0.4349281629236991,0.0,0.00019999999999953388,7527
4303,1794427,ChlorogenicAcid,O60318,0,0,0,0.0009545429834192452,-5.0236,7183,0.9542978610336124,0.04583499402152247,1.6996597041640698,2.8589761473008792,0.0036000000000004917,9.999999999976694e-05,7527
4304,1794427,ChlorogenicAcid,P49675,0,0,0,0.0009539586772081731,-6.4433,5594,0.743191178424339,0.2569416766307958,0.5347781750718641,0.8786441623657417,0.0,0.00020000000000042206,7527
4305,1794427,ChlorogenicAcid,O00459,0,0,0,0.0009539256617713194,-6.7737,4629,0.6149860502192108,0.385146804835924,0.2636808607011768,0.4177709582926491,9.999999999976694e-05,0.00039999999999995595,7527
4306,1794427,ChlorogenicAcid,Q7Z6V5,0,0,0,0.0009538214679100251,-8.2691,1216,0.161551747043975,0.8385811080111598,-0.9633134610601001,-1.6681545543311482,0.0016999999999995907,0.0002999999999993008,7527
4307,1794427,ChlorogenicAcid,Q9NRC8,0,0,0,0.0009533599895433358,-8.5424,817,0.10854258004517071,0.8915902750099641,-1.1875595143818587,-2.0493792718649755,0.001900000000000901,0.0010999999999992127,7527
4308,1794427,ChlorogenicAcid,Q96LW7,0,0,0,0.0009531180868578269,-6.6601,4982,0.6618838846818121,0.3382489703733227,0.3568910753274179,0.5762309945599109,9.999999999976694e-05,9.999999999976694e-05,7527
4309,1794427,ChlorogenicAcid,P41222,0,0,0,0.0009529003149077788,-7.8115,2023,0.26876577653779726,0.7313670785173376,-0.5878469627065087,-1.0298507462686566,0.0,0.001600000000000712,7527
4310,1794427,ChlorogenicAcid,P06731,0,0,0,0.0009518170858377902,-7.2602,3286,0.43656171117311016,0.5635711438820248,-0.13549844753532292,-0.2608453061793839,0.000600000000000378,9.999999999976694e-05,7527
4311,1794427,ChlorogenicAcid,O75351,0,0,0,0.0009512512227652719,-7.4376,2847,0.37823834196891193,0.621894513086223,-0.2810573566435548,-0.5082996233784348,0.000300000000000189,0.00010000000000065512,7527
4312,1794427,ChlorogenicAcid,O60760,0,0,0,0.0009501286653657709,-7.3868,2970,0.3945795137504982,0.6055533413046366,-0.23937532404660913,-0.43743897335751175,0.0,0.00039999999999995595,7527
4313,1794427,ChlorogenicAcid,Q9UHB9,0,0,0,0.0009496356286817358,-6.1803,6212,0.8252956024976751,0.17483725255745985,0.7505729501308555,1.24550146463942,9.999999999976694e-05,9.999999999976694e-05,7527
4314,1794427,ChlorogenicAcid,O60494,0,0,0,0.0009490012476710023,-8.0752,1526,0.20273681413577788,0.797396040919357,-0.804216096482388,-1.3976844748221522,0.000700000000000145,0.00039999999999906777,7527
4315,1794427,ChlorogenicAcid,P35557,0,0,0,0.0009478383917528057,-7.5276,2640,0.3507373455559984,0.6493955094991364,-0.35490347738617534,-0.633840145069047,0.0013999999999994017,0.00039999999999995595,7527
4316,1794427,ChlorogenicAcid,P20618,0,0,0,0.000947687466204815,-6.7574,4691,0.6232230636375714,0.3769097914175634,0.2770552136801182,0.44050774166550477,0.0,0.00010000000000065512,7527
4317,1794427,ChlorogenicAcid,Q96DA2,0,0,0,0.0009475187302284723,-8.6509,676,0.08981001727115717,0.9103228377839777,-1.2765851154993508,-2.2007253452364353,9.999999999976694e-05,0.0017999999999993577,7527
4318,1794427,ChlorogenicAcid,P01730,0,0,0,0.0009474683121078153,-7.338,3104,0.41238209113856783,0.587750763916567,-0.19933431635505489,-0.36936811270749087,0.0,0.00039999999999995595,7527
4319,1794427,ChlorogenicAcid,P13473,0,0,0,0.0009470628231896773,-5.6833,6849,0.9099242726185731,0.09020858243656171,1.1583676391206605,1.9387641233086905,0.0016999999999995907,0.00140000000000029,7527
4320,1794427,ChlorogenicAcid,Q92890,0,0,0,0.0009463079051126567,-5.2083,7104,0.9438023116779594,0.05633054337717547,1.548111054151158,2.601339098898033,0.0049000000000001265,0.0021999999999993136,7527
4321,1794427,ChlorogenicAcid,P12645,0,0,0,0.0009454573090868575,-6.4597,5542,0.7362827155573269,0.2638501394978079,0.5213217708476533,0.8557678895243412,9.999999999976694e-05,0.0,7527
4322,1794427,ChlorogenicAcid,Q9BRK3,0,0,0,0.000944904079780827,-6.767,4652,0.6180417164873123,0.3820911385678225,0.2691782941342381,0.42711675268517174,0.0005000000000006111,0.0006999999999992568,7527
4323,1794427,ChlorogenicAcid,Q9BYE7,0,0,0,0.0009447447836204269,-6.678,4937,0.655905407200744,0.34422744785439086,0.3422039024241633,0.5512623796903334,0.0008999999999996788,9.999999999976694e-05,7527
4324,1794427,ChlorogenicAcid,O43307,0,0,0,0.0009444308980996901,-6.1607,6242,0.8292812541517205,0.17085160090341434,0.7666549942036925,1.2728414004742639,0.000300000000000189,0.0019999999999997797,7527
4325,1794427,ChlorogenicAcid,Q8N5A5,0,0,0,0.0009438072885532634,-7.5969,2487,0.3304105221203667,0.6697223329347681,-0.41176499035799335,-0.7305063467708187,0.00039999999999995595,0.000300000000000189,7527
4326,1794427,ChlorogenicAcid,P61764,0,0,0,0.0009425427907101787,-4.1908,7420,0.9857845091005712,0.01434834595456358,2.3829824747691193,4.020644441344679,0.019099999999999895,0.00019999999999953388,7527
4327,1794427,ChlorogenicAcid,Q9H0R4,0,0,0,0.0009420649549650619,-7.8615,1919,0.2549488508037731,0.7451840042513618,-0.6288725853412985,-1.09959548054122,0.001200000000000756,0.00019999999999953388,7527
4328,1794427,ChlorogenicAcid,Q96H15,0,0,0,0.0009418047792853603,-7.0182,3928,0.5218546565696824,0.4782781984854524,0.06306556601705704,0.07671920769981828,0.00010000000000065512,0.00039999999999995595,7527
4329,1794427,ChlorogenicAcid,O95433,0,0,0,0.0009416981042809941,-6.2728,6024,0.8003188521323237,0.19981400292281126,0.6746755482564952,1.116473706235179,0.000300000000000189,0.0004999999999997229,7527
4330,1794427,ChlorogenicAcid,Q9H8V3,0,0,0,0.0009411222857172547,-7.0233,3908,0.5191975554669855,0.4809352995881493,0.05888095250830881,0.06960524480401739,9.999999999976694e-05,0.00020000000000042206,7527
4331,1794427,ChlorogenicAcid,Q9UHV8,0,0,0,0.0009409564364034153,-6.0712,6419,0.8527965989105886,0.14733625614454626,0.8400908587199655,1.3976844748221509,0.000300000000000189,0.00019999999999953388,7527
